venta_id,cliente_id,paciente_id,producto,cantidad,fecha_venta
752,234,593,Choose,4,2024-10-16
753,148,243,Up,3,2024-06-13
754,389,948,Shoulder,5,2024-02-27
755,106,961,Defense,1,2022-12-19
756,412,395,Response,4,2025-07-31
757,122,700,The,2,2024-04-11
758,3,897,Today,1,2024-09-08
759,147,772,For,2,2023-04-12
760,200,986,Property,2,2025-05-07
761,149,269,Cold,3,2024-07-06
762,466,395,To,1,2025-09-08
763,121,963,Executive,2,2025-03-14
764,71,371,Become,4,2023-03-03
765,252,856,Seven,3,2023-03-18
766,1,107,Have,1,2024-09-11
767,366,515,Adult,3,2023-05-27
768,435,119,What,3,2024-10-30
769,414,948,Marriage,1,2024-11-14
770,133,141,Father,3,2022-10-20
771,47,742,From,2,2024-03-12
772,310,807,They,1,2023-08-16
773,49,203,One,5,2025-03-19
774,285,487,All,2,2024-03-14
775,26,272,Lose,2,2023-11-28
776,258,118,Three,4,2023-03-10
777,368,206,Pay,4,2025-08-04
778,419,151,Begin,3,2025-06-27
779,360,473,Party,5,2024-05-01
780,77,194,Military,3,2023-03-25
781,440,316,Technology,3,2023-05-25
782,403,610,Return,3,2025-02-09
783,315,640,Evening,2,2025-04-19
784,26,918,List,3,2025-03-08
785,82,278,Network,5,2022-10-18
786,84,283,Stand,3,2023-10-26
787,200,197,Research,3,2023-06-07
788,114,70,Career,3,2024-07-17
789,56,990,Ball,1,2024-01-20
790,187,53,Conference,2,2023-03-19
791,274,852,Democrat,2,2023-11-14
792,336,765,Nice,2,2023-09-11
793,146,169,About,5,2023-12-08
794,62,81,Shoulder,1,2024-03-18
795,428,602,Before,4,2024-02-08
796,141,948,Long,5,2023-11-02
797,164,349,Process,1,2023-10-17
798,445,884,Movie,4,2024-05-11
799,475,939,Center,4,2025-03-27
800,493,618,Stop,2,2023-05-04
801,497,988,Test,3,2024-05-03
802,28,526,Black,2,2024-04-06
803,319,177,Wear,4,2025-02-08
804,410,497,Worker,4,2024-01-10
805,265,338,Live,4,2023-03-27
806,494,269,Brother,4,2024-01-17
807,301,378,Reason,5,2025-05-22
808,330,654,I,3,2023-08-05
809,314,708,Onto,2,2025-08-17
810,149,427,Rather,5,2023-06-04
811,424,372,Half,3,2023-06-09
812,217,943,Person,2,2024-09-09
813,33,84,None,1,2024-09-25
814,193,554,Future,5,2023-07-14
815,226,303,Deep,5,2023-03-21
816,431,212,Value,5,2024-02-01
817,416,342,Law,3,2025-02-14
818,189,734,Country,4,2023-05-18
819,127,833,Fire,2,2023-03-31
820,454,772,Thing,4,2023-02-15
821,146,595,Enter,4,2023-02-08
822,222,608,Agent,1,2024-07-25
823,409,597,American,1,2024-11-08
824,203,260,Tend,1,2023-06-18
825,206,728,Great,2,2023-07-12
826,408,374,Whose,5,2024-10-23
827,293,824,Team,4,2025-02-07
828,365,893,National,2,2022-12-12
829,166,765,Long,1,2023-04-25
830,224,867,Yet,1,2023-01-28
831,15,980,Particular,3,2025-02-12
832,7,168,Process,3,2025-01-29
833,382,668,Possible,5,2022-09-12
834,398,801,Out,5,2025-01-11
835,335,327,Fine,2,2022-09-23
836,295,81,Necessary,2,2024-04-14
837,81,603,Improve,4,2023-09-19
838,112,360,Party,3,2022-10-03
839,200,459,Themselves,1,2025-08-02
840,143,978,Collection,3,2023-12-30
841,175,285,Deep,5,2022-12-10
842,6,555,Material,3,2024-08-24
843,335,483,Break,3,2024-04-21
844,435,473,Weight,2,2025-07-01
845,369,950,Step,4,2025-08-02
846,285,856,Also,3,2023-03-20
847,303,554,Military,2,2023-12-15
848,266,201,Defense,5,2025-04-16
849,313,609,Tell,2,2024-05-24
850,458,43,Concern,5,2024-12-17
851,473,114,Program,1,2023-12-10
852,238,523,Religious,4,2024-12-28
853,403,58,Affect,4,2025-08-25
854,299,156,Material,1,2023-07-10
855,46,981,Operation,2,2023-07-06
856,196,165,Team,1,2024-12-03
857,106,381,Girl,4,2024-04-14
858,290,957,Yet,1,2025-06-02
859,242,202,Beyond,1,2025-03-21
860,106,426,Quite,2,2023-07-30
861,4,597,Nation,2,2023-10-18
862,56,955,Prove,4,2023-10-18
863,234,97,Share,1,2023-05-08
864,155,719,Rest,1,2022-11-17
865,419,483,Act,4,2023-05-27
866,18,598,Myself,4,2024-03-10
867,234,481,Up,2,2024-12-04
868,125,155,Onto,4,2022-12-14
869,396,265,Some,2,2025-03-02
870,188,368,Factor,2,2023-11-12
871,213,596,Concern,1,2024-06-18
872,74,142,Value,5,2024-03-18
873,326,54,Follow,1,2022-11-07
874,354,271,People,3,2025-03-27
875,439,182,Work,1,2025-07-09
876,183,396,Break,3,2024-04-30
877,218,739,Available,2,2024-09-11
878,52,759,What,1,2023-10-05
879,203,983,Response,5,2023-09-18
880,255,798,National,4,2025-07-29
881,187,586,Political,5,2024-07-12
882,133,542,Pick,5,2024-01-21
883,417,550,Big,2,2024-08-20
884,33,260,Outside,5,2023-08-28
885,114,667,Night,5,2024-04-25
886,467,768,Effect,4,2024-08-18
887,294,754,So,1,2024-10-31
888,314,62,Among,1,2022-10-06
889,164,236,Quite,5,2023-08-16
890,84,492,May,3,2023-06-18
891,21,125,Happy,4,2024-02-08
892,396,729,Entire,2,2023-08-12
893,239,232,After,5,2022-09-20
894,173,937,Forward,1,2023-06-26
895,472,662,Live,2,2023-08-21
896,353,914,Soon,5,2025-01-23
897,308,137,How,5,2023-05-04
898,499,490,Adult,2,2025-05-04
899,333,59,Head,1,2023-08-19
900,215,538,Address,1,2025-01-01
901,312,471,Between,4,2024-08-16
902,279,625,Catch,3,2024-12-17
903,194,78,Feeling,2,2024-12-08
904,488,90,News,5,2023-08-21
905,377,80,Bank,1,2023-05-30
906,122,965,Least,2,2023-04-03
907,76,526,Central,4,2024-04-20
908,45,392,Claim,4,2024-04-21
909,266,104,Risk,3,2024-05-29
910,369,485,Address,3,2025-03-24
911,431,629,Thus,2,2025-06-06
912,388,895,According,4,2025-01-23
913,482,421,Team,3,2024-04-26
914,174,391,How,1,2024-12-15
915,365,388,Just,2,2025-06-06
916,290,863,Game,4,2025-07-14
917,28,111,Before,3,2024-10-30
918,300,891,Data,4,2024-07-05
919,465,294,By,4,2024-03-10
920,322,622,Agree,3,2024-02-07
921,189,317,Trade,4,2023-02-10
922,273,706,Know,1,2024-06-18
923,281,571,Town,2,2025-03-14
924,57,72,Pass,4,2025-04-17
925,177,459,Name,1,2024-05-06
926,159,881,Feeling,2,2024-04-19
927,248,734,Reveal,3,2024-08-21
928,372,98,Air,1,2022-11-29
929,84,716,Best,3,2023-03-07
930,248,493,Team,5,2024-01-20
931,497,721,Difference,3,2023-07-17
932,127,87,Step,1,2023-07-23
933,150,590,Argue,1,2022-10-15
934,7,653,Daughter,3,2025-01-24
935,127,678,Attention,5,2023-07-20
936,169,760,Best,3,2023-06-07
937,148,702,Attention,2,2024-10-14
938,226,472,Decade,1,2024-09-10
939,431,856,Sister,3,2022-10-13
940,475,810,Arrive,3,2024-07-05
941,445,197,Left,5,2024-03-26
942,87,143,Recognize,3,2025-07-27
943,166,637,Occur,5,2024-03-09
944,98,130,Increase,4,2022-11-22
945,86,33,Protect,2,2024-07-03
946,41,164,Great,5,2023-04-10
947,143,42,Society,3,2023-12-10
948,393,794,Side,5,2025-06-25
949,12,495,Themselves,5,2024-10-26
950,359,914,Risk,2,2023-10-25
951,355,631,Truth,3,2022-09-30
952,318,227,Third,4,2025-02-22
953,462,445,Whether,4,2025-04-25
954,264,809,Staff,2,2025-06-11
955,318,862,Public,4,2025-04-18
956,193,845,Arrive,3,2023-09-21
957,359,499,Line,3,2022-11-13
958,221,452,High,1,2024-02-25
959,38,800,Sometimes,5,2024-11-25
960,209,935,Claim,4,2025-06-19
961,239,980,Amount,3,2023-12-20
962,424,43,Friend,5,2023-10-11
963,437,352,Candidate,5,2025-01-25
964,358,609,Range,4,2022-10-23
965,408,322,Forget,1,2023-08-08
966,157,820,Could,4,2023-03-18
967,103,880,We,5,2025-03-27
968,41,526,Pass,3,2023-07-28
969,168,359,Likely,2,2022-12-28
970,100,954,Approach,4,2023-02-13
971,343,841,Ready,3,2024-08-15
972,135,366,His,3,2023-12-02
973,460,507,Push,3,2023-03-05
974,407,702,Minute,5,2025-04-19
975,203,5,Number,3,2024-09-17
976,383,497,Sometimes,1,2025-07-11
977,408,247,Fly,2,2024-08-10
978,487,616,Again,2,2024-12-14
979,82,618,Letter,3,2024-07-17
980,394,833,Poor,4,2025-01-29
981,317,573,True,2,2024-09-22
982,225,683,Simple,4,2022-09-15
983,465,34,Foot,3,2023-09-28
984,272,927,Save,4,2023-06-04
985,304,255,Ready,3,2024-10-06
986,161,195,Everybody,5,2024-04-16
987,157,905,Cell,5,2025-04-30
988,328,540,However,4,2024-09-30
989,499,552,Quite,5,2023-07-14
990,237,804,Oil,5,2025-05-21
991,216,143,Guy,1,2024-12-21
992,151,970,Center,1,2023-05-16
993,388,87,Reveal,5,2022-11-14
994,103,414,Expert,4,2025-06-19
995,394,594,Light,4,2023-08-19
996,384,820,Charge,1,2024-06-24
997,266,986,State,4,2025-06-18
998,24,737,Size,5,2023-03-19
999,253,483,Arrive,5,2022-12-24
1000,195,992,Billion,4,2023-12-17
1001,438,298,Who,5,2022-10-31
1002,360,933,Partner,3,2025-02-22
1003,366,527,Light,3,2023-11-27
1004,468,374,Card,1,2024-11-13
1005,161,524,Turn,1,2025-04-19
1006,259,936,Difficult,1,2024-04-04
1007,313,603,Step,5,2024-06-28
1008,294,460,Indeed,1,2025-09-06
1009,198,90,Establish,2,2024-07-16
1010,409,790,Any,4,2023-04-03
1011,147,151,Life,4,2025-02-21
1012,453,804,Lead,4,2024-11-30
1013,479,757,Himself,1,2023-07-09
1014,314,464,Modern,5,2022-12-05
1015,322,372,Entire,2,2023-03-26
1016,407,884,Maintain,2,2023-02-09
1017,275,924,Future,1,2023-10-07
1018,339,746,Citizen,1,2024-10-02
1019,433,430,Ok,5,2024-12-27
1020,425,637,Watch,4,2023-01-05
1021,230,640,Entire,1,2024-01-13
1022,386,155,Know,1,2022-10-14
1023,186,759,Guess,1,2024-10-14
1024,406,986,Under,2,2022-10-25
1025,143,523,Food,3,2023-07-09
1026,142,849,Note,3,2024-03-26
1027,265,138,Reason,5,2023-06-10
1028,410,650,Third,5,2025-02-02
1029,317,449,Company,3,2023-01-10
1030,274,621,Ever,4,2024-07-09
1031,144,947,Leader,4,2025-05-26
1032,135,917,Stand,5,2023-11-21
1033,337,115,From,5,2024-06-20
1034,64,872,Serious,5,2024-09-01
1035,218,570,Project,2,2025-08-26
1036,139,583,Common,5,2024-07-02
1037,489,509,West,2,2024-03-16
1038,192,191,Try,3,2025-01-22
1039,446,592,Season,1,2025-08-03
1040,88,410,Wide,3,2025-03-17
1041,167,427,Owner,4,2022-09-29
1042,57,781,Indeed,1,2024-01-18
1043,246,600,Data,1,2024-06-10
1044,180,658,Floor,1,2023-07-12
1045,58,906,Budget,5,2023-11-22
1046,400,507,Movie,3,2023-10-18
1047,138,757,Daughter,4,2024-08-20
1048,3,678,Evidence,1,2022-12-15
1049,277,3,Agent,1,2025-09-11
1050,146,341,Road,2,2024-10-24
1051,104,341,Church,1,2025-05-07
1052,367,800,Reason,3,2023-10-29
1053,155,126,Employee,3,2024-04-15
1054,31,299,Conference,4,2024-10-19
1055,321,193,Share,1,2025-07-21
1056,239,207,Expert,3,2023-03-22
1057,116,615,Decide,2,2024-01-04
1058,260,986,Window,1,2024-09-04
1059,487,70,Them,1,2023-08-08
1060,141,845,Offer,3,2023-08-26
1061,252,400,Successful,4,2024-08-18
1062,273,461,Blue,5,2024-06-14
1063,65,821,West,4,2023-10-16
1064,424,811,However,2,2023-11-08
1065,14,68,Attack,5,2025-09-08
1066,499,26,Recognize,2,2024-06-22
1067,445,31,Husband,5,2023-04-24
1068,138,143,Market,4,2025-07-20
1069,359,356,Clear,4,2023-06-14
1070,86,853,Girl,4,2023-02-19
1071,154,459,Firm,3,2023-09-21
1072,306,891,Your,2,2023-12-17
1073,356,149,Action,2,2024-03-30
1074,99,386,Course,3,2023-01-04
1075,263,312,Will,2,2022-09-19
1076,103,667,Yes,4,2024-09-16
1077,20,393,American,1,2024-08-21
1078,112,348,Pass,5,2025-01-31
1079,443,28,Choose,5,2024-05-04
1080,7,783,Response,5,2024-07-08
1081,135,350,Deal,3,2023-02-24
1082,31,540,Carry,5,2022-11-03
1083,427,330,Answer,1,2025-04-13
1084,111,50,Brother,2,2024-08-08
1085,345,596,Account,4,2024-03-14
1086,253,251,We,5,2023-06-24
1087,425,350,She,2,2025-02-08
1088,90,136,Their,5,2023-01-09
1089,191,811,My,5,2022-09-21
1090,304,542,You,4,2022-11-01
1091,367,749,Production,1,2025-06-25
1092,372,274,Hour,4,2023-12-07
1093,117,682,Structure,4,2023-04-25
1094,481,423,Human,5,2023-01-09
1095,352,214,Type,5,2023-06-09
1096,105,746,Cell,1,2024-06-07
1097,307,337,General,5,2022-12-06
1098,284,895,Quality,3,2025-08-11
1099,17,68,Prevent,5,2023-01-22
1100,386,718,Much,1,2024-05-20
1101,293,359,Green,1,2025-06-25
1102,199,638,Up,5,2025-03-09
1103,259,937,Half,4,2022-11-22
1104,242,795,Perform,4,2024-01-12
1105,418,758,Bag,1,2024-06-07
1106,49,501,Feel,5,2023-12-05
1107,118,742,Guess,5,2025-06-10
1108,175,599,Study,1,2024-02-28
1109,165,155,Page,3,2024-07-03
1110,327,957,Tax,4,2022-12-09
1111,489,386,And,2,2023-12-10
1112,330,2,Author,2,2023-08-31
1113,61,337,Officer,3,2024-08-29
1114,411,319,Type,4,2024-02-18
1115,408,755,Statement,3,2023-12-14
1116,343,855,Present,3,2024-01-22
1117,308,987,Important,1,2024-10-30
1118,383,356,Arm,5,2022-10-26
1119,302,692,Everyone,4,2023-08-31
1120,321,390,How,2,2022-09-18
1121,35,746,Night,2,2024-03-28
1122,478,978,Church,1,2023-03-04
1123,185,176,Again,2,2022-12-29
1124,199,606,Whole,3,2023-07-11
1125,85,249,Evening,5,2023-09-30
1126,137,553,Many,1,2022-11-23
1127,63,674,Card,3,2023-06-01
1128,203,80,Lawyer,3,2025-07-06
1129,102,289,Thank,2,2023-01-25
1130,326,789,All,2,2022-10-30
1131,157,290,Military,1,2022-12-15
1132,19,206,Class,1,2024-08-25
1133,459,389,Woman,2,2022-12-02
1134,98,469,Office,4,2025-02-18
1135,91,913,Main,4,2024-02-24
1136,177,208,Face,1,2024-03-03
1137,224,279,Create,3,2023-09-04
1138,74,315,Factor,2,2022-11-09
1139,187,374,Hotel,3,2025-08-11
1140,213,642,Room,4,2023-10-27
1141,375,735,Follow,1,2024-12-10
1142,48,108,Pattern,3,2025-05-21
1143,226,371,Part,4,2024-04-04
1144,318,67,Will,4,2024-07-26
1145,246,354,Guy,2,2025-03-06
1146,146,867,Including,1,2025-09-04
1147,17,670,Reason,2,2024-06-05
1148,155,673,Main,2,2024-04-25
1149,473,428,Yourself,5,2024-06-27
1150,293,472,Fly,4,2024-11-17
1151,154,364,Marriage,2,2024-03-02
1152,464,718,Any,3,2023-09-24
1153,425,218,Management,4,2023-03-02
1154,356,541,Determine,3,2024-01-23
1155,216,48,Help,3,2025-03-18
1156,323,371,Sound,2,2025-01-27
1157,473,836,Cup,4,2025-05-15
1158,56,403,Others,1,2023-08-18
1159,386,34,Respond,1,2022-10-28
1160,149,669,Environmental,5,2025-05-20
1161,78,903,Factor,1,2025-06-23
1162,387,866,Close,1,2025-07-24
1163,145,851,Large,4,2025-01-18
1164,343,187,Wrong,2,2025-05-14
1165,214,176,Business,2,2024-12-29
1166,74,25,Laugh,4,2023-10-13
1167,70,728,Candidate,2,2024-01-07
1168,455,459,Point,5,2025-06-17
1169,168,110,Huge,3,2024-12-10
1170,222,356,Artist,1,2022-09-21
1171,356,340,Light,3,2023-02-12
1172,458,586,Goal,3,2025-04-26
1173,151,472,Take,5,2024-05-21
1174,29,899,Front,4,2025-08-21
1175,310,919,Billion,4,2025-07-15
1176,326,641,Late,2,2024-07-07
1177,90,542,Create,4,2025-02-26
1178,123,949,Story,2,2024-04-01
1179,344,388,Employee,4,2024-10-28
1180,344,280,Treatment,4,2025-01-01
1181,129,388,Perhaps,1,2022-10-18
1182,53,120,Single,2,2025-01-21
1183,254,588,Society,2,2024-08-30
1184,389,262,Fine,3,2023-05-22
1185,455,672,Fine,2,2025-05-08
1186,391,693,Since,2,2023-04-24
1187,375,42,Case,1,2023-12-25
1188,355,526,Address,4,2023-05-25
1189,234,462,Establish,3,2024-02-24
1190,247,412,Product,5,2023-09-09
1191,421,283,Under,1,2023-08-06
1192,143,340,Decade,1,2024-08-11
1193,306,544,Least,5,2025-03-21
1194,87,48,Born,1,2025-02-18
1195,271,535,Where,3,2025-06-30
1196,168,657,Month,1,2025-08-23
1197,334,79,Move,1,2023-06-25
1198,175,558,Walk,5,2025-08-21
1199,111,134,Difficult,4,2025-02-06
1200,391,300,Accept,2,2025-09-07
1201,242,160,Sport,2,2025-04-02
1202,196,148,Guess,5,2023-11-03
1203,389,242,Finally,4,2024-11-04
1204,419,76,Available,4,2025-07-12
1205,481,771,Early,1,2023-01-24
1206,248,244,Top,1,2025-05-14
1207,154,406,Stand,4,2023-05-04
1208,173,325,Newspaper,2,2024-03-01
1209,220,877,Spend,4,2025-02-23
1210,358,249,Democratic,5,2023-09-23
1211,114,660,Off,5,2024-08-28
1212,154,971,Adult,2,2025-05-22
1213,311,507,Eight,5,2024-02-18
1214,80,663,Generation,2,2023-06-26
1215,274,171,Base,2,2025-03-30
1216,385,543,Whom,3,2023-06-16
1217,214,538,History,4,2025-09-06
1218,270,333,For,5,2025-05-31
1219,225,208,Wind,5,2023-10-11
1220,115,765,Feeling,4,2024-06-17
1221,139,64,Democrat,4,2023-01-18
1222,323,330,System,1,2024-11-09
1223,319,293,Well,3,2024-05-22
1224,204,832,Four,4,2023-03-17
1225,484,433,Activity,4,2023-05-30
1226,451,842,Large,5,2023-10-26
1227,8,303,Simple,5,2023-01-22
1228,402,175,Read,4,2025-06-02
1229,135,757,Special,4,2023-11-18
1230,287,642,Once,2,2025-02-06
1231,31,92,Form,4,2024-09-01
1232,444,391,Response,5,2025-06-20
1233,197,382,Important,5,2024-07-23
1234,89,793,Degree,1,2022-12-07
1235,369,258,Seek,5,2024-12-09
1236,259,361,Suffer,1,2023-07-09
1237,464,317,Produce,1,2024-12-18
1238,124,440,Scientist,3,2025-02-22
1239,35,278,Century,1,2025-06-21
1240,467,887,Record,3,2025-08-23
1241,82,140,Move,2,2024-02-26
1242,46,786,May,4,2023-08-20
1243,257,14,Us,5,2025-06-13
1244,201,809,Now,2,2023-04-03
1245,197,866,Table,1,2025-02-14
1246,460,540,Above,3,2023-12-21
1247,499,410,Attorney,5,2023-08-20
1248,190,398,Ever,1,2024-11-26
1249,101,316,Allow,2,2025-05-29
1250,209,24,Skin,5,2022-12-11
1251,355,322,Form,2,2023-06-07
1252,91,224,Cultural,1,2023-12-29
1253,174,782,Week,2,2025-01-23
1254,224,582,Music,1,2025-06-25
1255,394,180,Everything,4,2024-09-27
1256,269,732,We,1,2024-04-26
1257,67,685,Key,4,2023-11-16
1258,484,95,Relationship,5,2025-09-02
1259,495,811,Work,3,2025-06-24
1260,6,356,Build,3,2024-09-19
1261,115,629,Although,4,2023-11-09
1262,304,204,Decide,5,2022-10-09
1263,486,478,Throw,4,2023-07-23
1264,397,490,Success,2,2025-04-06
1265,120,57,Mouth,5,2022-12-31
1266,492,906,Simple,4,2023-11-05
1267,384,127,Mission,5,2023-06-23
1268,360,699,Stop,1,2024-05-17
1269,474,593,Past,4,2025-03-26
1270,99,573,Nice,1,2023-06-22
1271,152,854,Still,1,2025-06-12
1272,345,645,Western,1,2025-08-05
1273,150,307,Resource,1,2022-12-07
1274,85,255,Work,2,2024-11-03
1275,200,507,Might,1,2024-06-05
1276,472,468,Dog,5,2025-05-03
1277,156,477,Laugh,1,2023-09-06
1278,286,126,Player,5,2024-11-15
1279,324,838,Seem,1,2023-06-25
1280,244,715,Moment,3,2022-11-30
1281,137,914,Future,4,2024-05-07
1282,185,940,Relate,4,2022-11-16
1283,484,251,Voice,4,2025-06-20
1284,204,605,A,4,2023-01-23
1285,255,820,Study,3,2023-12-16
1286,337,792,Alone,4,2023-07-30
1287,186,8,Partner,1,2022-09-17
1288,197,352,Just,1,2025-07-08
1289,308,942,Still,5,2024-09-17
1290,333,89,Event,3,2025-06-04
1291,7,483,Service,3,2024-08-20
1292,45,18,Want,4,2023-02-23
1293,458,202,Very,2,2024-08-17
1294,186,210,Three,1,2024-12-26
1295,464,298,Wear,2,2025-04-23
1296,290,822,Candidate,4,2023-05-18
1297,373,898,Least,1,2023-11-26
1298,331,438,Wall,3,2024-08-08
1299,182,407,Most,3,2023-07-28
1300,330,358,Take,1,2024-03-16
1301,126,674,Forward,1,2023-11-04
1302,490,676,Society,4,2024-02-25
1303,470,955,Article,1,2025-04-10
1304,1,687,Ten,5,2023-09-15
1305,411,567,Figure,3,2025-02-27
1306,418,635,Agent,5,2025-03-17
1307,9,515,Charge,2,2023-04-13
1308,273,914,May,1,2024-05-31
1309,365,380,Short,1,2022-12-16
1310,486,175,Recent,2,2025-04-03
1311,409,417,Again,3,2022-12-07
1312,270,869,Behavior,2,2022-12-20
1313,271,170,Expert,5,2025-02-25
1314,46,993,Bring,3,2025-07-04
1315,246,429,Car,4,2025-04-13
1316,365,385,Why,3,2025-03-08
1317,388,113,Help,3,2023-02-18
1318,387,287,Generation,4,2022-12-20
1319,78,140,Every,5,2023-11-08
1320,444,366,Stock,2,2023-02-23
1321,65,21,But,3,2023-01-27
1322,305,86,Begin,4,2022-11-28
1323,414,341,Gun,3,2024-10-14
1324,155,901,Final,3,2023-12-04
1325,471,9,Hair,1,2023-05-18
1326,97,571,Discuss,1,2023-05-26
1327,59,187,Market,5,2025-01-29
1328,466,766,More,3,2025-01-08
1329,132,801,Always,5,2024-03-01
1330,289,306,Arm,4,2024-11-26
1331,215,839,Movement,4,2023-12-06
1332,228,979,Decide,2,2024-11-22
1333,323,953,Amount,3,2024-02-19
1334,72,296,Language,3,2024-09-23
1335,91,394,Situation,1,2022-12-03
1336,183,844,Star,5,2025-02-12
1337,428,210,Film,5,2025-01-23
1338,269,584,Peace,2,2024-01-22
1339,463,861,Keep,1,2022-12-11
1340,345,21,Market,2,2023-03-28
1341,38,269,Certainly,2,2024-01-24
1342,54,127,School,3,2024-04-07
1343,407,885,Operation,3,2024-07-07
1344,296,618,Team,1,2022-11-13
1345,275,557,Unit,2,2023-06-14
1346,103,96,Listen,4,2023-01-29
1347,460,62,Stuff,5,2023-02-24
1348,83,278,Physical,4,2024-12-29
1349,38,68,Popular,4,2023-09-20
1350,233,702,Can,1,2023-12-05
1351,416,488,Just,4,2023-08-13
1352,252,642,Much,1,2024-10-31
1353,19,910,Nearly,3,2022-11-22
1354,482,432,Process,4,2025-07-31
1355,173,222,Down,1,2022-10-24
1356,461,755,Drug,5,2025-02-26
1357,489,498,Image,4,2024-02-09
1358,441,506,Box,3,2022-10-19
1359,466,13,Six,5,2025-08-15
1360,297,296,At,5,2023-09-18
1361,215,37,Power,1,2024-11-15
1362,263,57,Girl,2,2024-01-23
1363,208,349,Blue,2,2024-03-09
1364,53,342,Exactly,2,2023-03-22
1365,486,458,Power,5,2024-01-05
1366,242,522,At,3,2025-05-13
1367,22,759,Political,3,2022-12-31
1368,497,642,Television,1,2025-04-25
1369,462,54,Without,5,2024-05-20
1370,397,42,Recent,3,2023-08-08
1371,149,351,Morning,3,2023-04-28
1372,110,702,Exist,1,2022-12-17
1373,187,938,Move,3,2025-08-15
1374,100,664,Doctor,2,2025-02-10
1375,86,898,You,4,2025-02-25
1376,153,836,Must,3,2023-12-31
1377,249,991,Imagine,4,2022-10-29
1378,160,569,Of,5,2024-08-25
1379,269,323,Agreement,2,2023-07-25
1380,285,810,Art,3,2024-05-11
1381,270,500,End,3,2024-05-08
1382,477,711,Quality,3,2023-12-11
1383,387,233,International,2,2025-06-29
1384,115,266,Serious,5,2025-03-14
1385,193,745,Project,4,2023-07-25
1386,338,262,Usually,3,2025-07-30
1387,231,797,Pick,1,2025-02-21
1388,9,732,Child,5,2024-01-22
1389,128,342,Far,4,2025-05-22
1390,477,139,Feel,1,2024-05-13
1391,339,308,Far,2,2024-03-21
1392,357,30,Agree,5,2023-06-21
1393,143,634,Draw,3,2023-12-20
1394,209,852,Mother,3,2023-12-09
1395,322,45,Lead,5,2023-10-13
1396,200,411,Whether,3,2025-06-10
1397,234,524,Everything,5,2024-07-11
1398,126,35,Gun,3,2022-12-18
1399,252,616,Close,3,2025-04-26
1400,168,705,Them,1,2022-11-18
1401,20,927,Idea,4,2024-04-24
1402,425,506,None,3,2023-06-03
1403,233,693,Simple,1,2023-05-14
1404,197,270,Go,5,2023-03-08
1405,293,519,Cup,3,2023-07-06
1406,272,714,Beyond,5,2024-12-13
1407,28,932,Office,5,2024-03-08
1408,328,945,About,4,2022-12-04
1409,480,157,Commercial,3,2022-12-07
1410,392,144,Attorney,1,2023-03-15
1411,219,771,Anyone,5,2024-07-01
1412,84,188,Popular,3,2024-11-30
1413,487,965,To,1,2023-03-17
1414,118,97,Alone,2,2024-02-01
1415,358,324,Knowledge,2,2023-03-25
1416,357,102,Weight,5,2023-06-04
1417,435,725,Memory,1,2025-08-15
1418,86,339,Magazine,4,2023-09-22
1419,429,710,Production,3,2025-07-07
1420,150,523,Wall,1,2023-04-21
1421,271,386,Through,5,2024-03-09
1422,71,259,Role,5,2025-02-17
1423,147,196,Law,2,2025-08-05
1424,50,749,Ask,4,2023-07-05
1425,112,848,Successful,5,2023-03-06
1426,137,904,Your,1,2023-09-14
1427,287,222,Price,1,2024-12-06
1428,2,161,Would,1,2024-01-21
1429,228,914,Enter,4,2024-01-13
1430,237,19,Opportunity,4,2022-12-06
1431,315,498,Color,4,2023-09-02
1432,20,215,Follow,2,2023-03-15
1433,483,613,Image,1,2024-01-23
1434,375,962,They,5,2025-08-08
1435,311,935,Rule,1,2023-03-06
1436,200,323,Memory,1,2024-09-12
1437,139,264,Law,1,2024-01-26
1438,352,252,Science,3,2023-09-16
1439,489,390,Finally,3,2025-02-01
1440,204,477,Attack,5,2023-11-07
1441,34,110,She,4,2024-01-17
1442,77,10,Worry,4,2023-06-25
1443,61,466,Establish,1,2025-03-18
1444,465,523,Away,5,2023-12-16
1445,272,2,Understand,4,2023-08-14
1446,204,839,Bag,5,2024-11-18
1447,116,226,Site,3,2024-07-27
1448,97,464,Event,2,2024-12-10
1449,345,81,Political,5,2024-04-20
1450,370,262,Trouble,1,2024-05-28
1451,143,490,Ask,1,2022-12-30
1452,35,341,Material,2,2023-08-19
1453,245,611,Him,2,2024-01-13
1454,123,23,Figure,3,2025-02-17
1455,495,91,Write,5,2024-10-17
1456,204,181,Less,3,2023-11-11
1457,454,745,Themselves,4,2024-06-14
1458,487,43,Prepare,2,2024-02-22
1459,107,203,Billion,1,2022-09-21
1460,1,312,Finally,4,2023-01-21
1461,375,56,Have,2,2025-06-24
1462,401,127,Design,3,2022-12-21
1463,32,187,Explain,2,2025-06-03
1464,51,471,If,1,2024-05-27
1465,43,651,Piece,4,2022-10-13
1466,207,740,Leader,5,2024-10-05
1467,173,852,Impact,1,2023-12-06
1468,426,606,Color,5,2022-10-22
1469,74,470,Door,1,2022-10-14
1470,327,315,Mission,5,2022-09-15
1471,126,21,Score,2,2023-02-23
1472,427,200,Year,3,2022-11-04
1473,275,390,Reduce,2,2022-11-26
1474,466,276,Cost,5,2024-07-17
1475,242,524,Activity,3,2023-09-17
1476,198,626,Create,2,2023-02-02
1477,364,8,Cup,1,2024-10-08
1478,161,988,Region,1,2024-04-16
